"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Fermt3",15551.8359747408,-0.242976274870009,0.115069249349535,-2.11156565497306,0.0347237210041184,0.261976618092105
"Fes",3318.71528208784,0.358370590753112,0.25321733639127,1.41526878001496,0.156989704997921,0.549186298626741
"Fez1",44.6994168292244,4.16875614567165,1.64103832648899,2.5403161391061,0.0110752308293499,0.136513104067231
"Fez2",7302.14613040808,-0.370450995574177,0.162744271178669,-2.27627671862855,0.0228294526477815,0.204384013398244
"Fgd1",1.78582650347638,6.91243192081795,5.57151565057264,1.2406735176464,0.214726381121159,NA
"Fgd2",10494.671619841,-0.406566605825667,0.237336050628113,-1.71304192831086,0.0867048262663393,0.421906603512513
"Fgd3",521.528826280916,0.553186792167452,0.319157645957218,1.7332713133296,0.0830474570123221,0.414463550990067
"Fgd4",1505.0046137454,-0.254589570068482,0.318297970323876,-0.799846665090044,0.423799642271872,0.798799385510764
"Fgd6",45.7648403062779,2.19449918951762,1.08895705814784,2.01523023621349,0.0438805307971885,0.298451261000972
"Fgf1",83.2060087674315,0.57736410072932,1.24959411810049,0.462041307946432,0.64405169801419,0.89802388702363
"Fgf11",64.9055611545423,-1.09731485609622,1.20104312714372,-0.913634848988155,0.360908748406246,0.757628924999898
"Fgf13",360.732517818541,0.246456538123073,0.383751639197625,0.642229277869357,0.520724325761817,0.849500522884797
"Fgf2",142.762785384406,-2.4359277105324,1.04002503443433,-2.34218180320755,0.0191713736880085,0.18629416487758
"Fgfbp3",58.8174417341112,-0.0704970868652169,0.752568988057261,-0.0936752483612213,0.925367132747098,0.984813684723035
"Fgfr1",34.4410558153929,0.470449554628025,1.4327028679381,0.328365054022039,0.742635662281404,0.936607663509719
"Fgfr1op",813.009295586654,-0.374692228133107,0.422301612569491,-0.887262129673848,0.374937789428369,0.768690834711719
"Fgfr1op2",2500.06452102325,0.00318018571252213,0.18159016281526,0.017512984531863,0.986027374276925,0.997431832898863
"Fgfr2",22.3244052827332,0.629312851723302,3.86669895016177,0.162751964876131,0.870713730350737,0.97060013816319
"Fgfr3",10.7563705884283,-2.26167006921854,3.44145741507229,-0.657183802220907,0.511062739397081,0.844104191897705
"Fgfrl1",218.662760787518,0.0601598163233419,0.34345249592147,0.175161971561556,0.86095236461167,0.968566549890812
"Fggy",381.613225998197,0.270923888587733,0.349404045112413,0.775388529061159,0.438110111269171,0.808007403333058
"Fgl2",1834.39646966167,2.0703681981318,0.538641043053736,3.84368815713372,0.000121198996200498,0.00592446500058403
"Fgr",815.001161276183,2.31700180379927,0.349665310034967,6.62634163957404,3.44108255944577e-11,1.42705023820112e-08
"Fh1",1091.6725781543,-0.106738063928817,0.315550941250351,-0.338259374241998,0.735167735787894,0.934562682408363
"Fhad1",84.8016523012198,-0.10162572965699,0.737571236076748,-0.137784290772445,0.890410900082147,0.975801085283103
"Fhit",157.975919214454,0.603282379248162,0.450356204744469,1.33956715349456,0.180386108518204,0.583813170943621
"Fhl1",8.20159528165115,-2.16120331696232,3.54531145165824,-0.609594769438795,0.542130277360374,NA
"Fhl3",7.58968757070699,-0.211616971058972,1.23960124251759,-0.170713745518023,0.864448854131777,NA
"Fhl4",20.1888516481673,-1.76458354979631,2.15749217423171,-0.817886419645849,0.413422045494824,0.793407058096032
"Fhod1",99.8763303192335,-0.566069238416306,0.626890517402012,-0.902979424162031,0.366536815317672,0.761875068346643
"Fibp",1023.76591144174,0.335559786425376,0.292345823839293,1.14781795757698,0.251043722458296,0.661627772279432
"Ficd",962.212770915875,0.326590229096707,0.345492822561146,0.94528802849126,0.344511848554815,0.744935588499809
"Fig4",1270.06039975687,0.281520863543971,0.196744368827554,1.43089667684834,0.15245982961731,0.542744927859281
