"","album_name","ep","album_release","track_number","track_name","artist","featuring","bonus_track","promotional_release","single_release","track_release","danceability","energy","loudness","acousticness","instrumentalness","valence","tempo","duration_ms","explicit","key","mode","key_name","mode_name","key_mode","lyrics"
"1","Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift",NA,TRUE,NA,2006-06-19,2006-06-19,0.41,0.35,0.22,0.95,0.75,0.78,76,232106,FALSE,0,1,"C","major","C major",
